#OTU ID	J401	J402	J403	J404	J405	J406	J407	J408	J409	J410	J411	J412	J413	J414	J415	J416	J417	J418	J419	J420	J421	J422	J423	J424	J425	J426	J427	J428	J429	J430	J431	J432	J433	J434	J435	J436	J437	J438	J439	J440	J441	J442
denovo36925	1	1	8	1	0	0	2	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	23	0	0	0	0	0	0	1	0	0
denovo36967	0	1	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	0	1	0	2	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	2	3
denovo37094	2	0	2	2	0	1	0	1	0	2	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
denovo37099	2	3	2	0	0	3	0	0	0	0	0	2	2	0	0	2	0	6	0	0	0	0	2	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
denovo37176	1	0	0	2	1	5	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	3	1	0	0	1	0	0	0	1	3	0	1	2	0	0	2	2	1
denovo37187	0	0	0	0	0	0	1	2	0	0	4	1	0	0	0	2	0	0	0	0	0	0	5	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	2	2	1	0
denovo37189	0	1	0	1	4	3	0	1	0	0	1	4	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	2	1	1	0	0	0	2	1	0	0	0	0
denovo37205	7	1	5	0	0	4	5	2	4	1	7	4	0	2	0	0	0	1	3	0	3	0	0	0	1	0	0	0	0	0	3	0	1	0	1	0	0	1	4	1	2	1
denovo37266	5	2	0	0	3	0	1	3	3	0	1	2	0	0	0	0	0	7	2	3	3	0	0	2	5	0	0	1	0	2	3	5	0	1	3	2	1	0	0	0	0	1
denovo37297	2	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	2	2	0	0	0	0	0
denovo37307	0	0	0	0	1	1	2	0	3	0	1	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	2	0	0	0	4	0	1	3	0	0	0
denovo37318	6	2	0	0	0	4	7	0	0	14	0	2	5	0	2	0	2	5	1	6	0	4	0	2	3	1	2	1	0	0	4	0	0	0	1	0	0	3	0	0	0	2
denovo37329	0	1	1	1	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	2
denovo37331	21	0	14	1	0	0	19	165	3	2	18	2	8	2	0	1	10	3	4	8	1	2	0	0	0	39	0	3	2	3	3	2	3	0	1	4	2	0	2	4	4	2
denovo37398	4	4	4	0	9	14	0	0	8	7	0	7	0	0	4	0	2	2	0	0	4	3	2	5	5	4	0	1	7	0	4	0	4	0	2	7	8	0	9	2	3	11
denovo37401	0	2	0	0	1	4	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0
denovo37508	0	2	0	0	0	0	2	2	0	0	0	0	2	1	0	0	5	0	0	0	0	0	3	3	0	0	0	1	0	3	0	2	0	0	0	1	1	2	0	0	0	0
denovo37509	5	0	0	0	6	1	1	0	0	0	0	1	1	0	0	4	1	4	2	0	2	0	3	1	1	0	0	1	0	1	0	1	1	0	1	0	2	0	0	0	2	2
denovo37683	0	1	0	0	2	0	1	2	1	0	1	4	0	0	3	2	1	2	5	2	1	2	3	1	0	2	4	0	1	3	1	9	1	1	2	5	0	0	5	1	2	1
denovo37693	2	1	6	2	7	1	9	6	2	3	2	9	1	1	0	0	1	2	3	0	6	5	4	2	1	4	4	0	4	1	4	4	3	2	4	2	0	0	1	1	0	0
denovo37753	0	0	0	0	1	2	0	0	1	0	0	1	0	1	1	1	3	0	1	0	0	0	0	1	5	1	1	0	0	0	0	1	2	3	0	2	2	3	1	1	0	1
denovo37781	1	0	2	3	0	0	2	2	0	1	3	3	2	1	0	3	6	0	0	2	2	2	1	4	0	3	1	0	0	2	1	0	0	0	0	0	0	1	1	2	1	0
denovo37915	6	0	2	1	1	4	3	1	0	1	0	0	0	1	0	1	1	0	0	0	1	4	4	2	2	0	2	1	2	0	1	1	2	4	0	2	6	1	1	2	0	0
denovo37973	0	0	0	0	13	0	1	0	1	0	0	0	0	0	0	4	19	8	0	0	0	6	1	5	3	0	2	2	0	0	1	0	0	0	0	0	4	0	0	0	0	3
denovo37980	0	1	1	1	2	2	1	0	1	2	1	2	0	0	1	1	0	2	1	1	1	3	2	3	7	1	1	1	1	1	1	5	2	4	1	0	7	0	0	2	2	1
denovo38034	0	0	0	0	2	2	0	2	0	0	0	0	3	0	0	1	0	0	1	0	1	1	0	3	0	2	0	2	0	1	0	3	1	0	0	0	0	1	0	0	5	0
denovo38043	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	2	0	1	4	0	0	0	0	2	0	0	0	1	0	0	0	1	1	0	1	3	1	0	0	1
denovo38053	7	2	3	0	7	0	2	0	0	0	0	0	0	0	0	0	1	1	4	2	0	1	0	10	8	1	2	1	2	0	2	0	0	18	0	0	0	0	3	0	4	9
denovo38068	122	15	36	174	0	2	44	67	1	27	189	22	43	26	12	136	2	9	27	4	1	0	13	3	42	11	9	15	1	81	13	0	13	0	1	10	5	21	111	23	57	11
denovo38087	8	16	15	4	6	20	4	1	0	4	0	6	2	2	0	0	0	7	1	0	10	7	0	26	0	0	6	0	11	1	13	3	1	21	4	4	0	6	3	3	6	3
denovo38122	0	0	0	1	0	1	0	2	1	0	0	0	0	0	1	0	1	0	0	5	2	0	0	1	1	0	1	0	0	0	0	1	1	2	0	0	1	0	0	2	0	0
denovo38147	1	0	1	16	1	1	0	2	2	1	1	4	0	0	0	1	2	0	0	3	0	0	1	0	1	3	1	0	0	0	0	0	1	4	1	1	2	1	0	2	0	3
denovo38150	5	12	9	5	1	4	19	6	0	2	11	0	0	6	2	1	1	0	0	5	1	4	0	1	2	1	2	6	0	0	1	1	12	0	5	0	1	2	4	0	1	0
denovo38208	5	0	5	0	7	1	0	1	3	0	0	0	0	2	4	3	20	0	0	1	0	0	3	1	0	0	25	1	3	2	1	0	2	16	3	7	0	0	0	8	2	0
denovo38272	0	0	1	0	0	0	0	0	0	0	0	0	4	2	0	3	2	0	0	1	2	2	0	0	0	1	0	0	0	0	0	0	2	0	5	0	1	0	2	3	1	0
denovo38293	0	3	0	0	0	1	0	0	3	2	1	1	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
denovo38330	0	1	0	0	0	1	0	0	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	2	1	3	0	0	0	0	1
denovo38398	5	0	4	5	1	1	1	9	0	2	4	0	0	4	2	5	0	2	0	0	3	2	0	0	4	0	0	0	0	0	2	0	1	2	3	2	0	0	0	3	1	0
denovo38417	2	0	1	3	8	5	5	5	4	10	3	15	1	48	9	5	4	7	4	3	5	4	3	6	9	1	3	5	3	1	2	1	8	2	21	2	6	3	5	11	21	7
denovo38426	0	10	2	2	0	0	3	0	1	2	0	3	1	0	1	6	1	0	1	1	0	4	0	3	0	3	0	0	0	1	2	0	0	0	0	2	1	2	0	0	1	0
denovo38430	0	2	0	4	0	0	0	0	0	5	2	0	3	3	2	6	0	0	0	0	0	0	0	5	0	1	0	0	0	1	1	0	1	3	1	0	1	1	0	7	0	0
denovo38447	0	2	7	0	0	0	1	0	5	0	6	0	0	0	0	0	8	3	0	3	3	1	2	0	2	0	0	0	1	0	2	0	0	0	4	1	1	0	0	3	0	6
denovo38471	3	1	2	0	1	2	2	0	1	4	0	0	0	1	0	1	2	1	1	1	0	0	2	1	4	1	1	3	1	0	0	1	2	4	1	2	2	0	0	1	0	1
denovo38503	0	1	0	2	1	3	0	0	0	2	0	0	0	1	2	0	2	0	0	0	0	0	3	0	0	0	0	1	3	0	1	1	0	0	0	0	0	1	1	0	1	1
denovo38520	0	1	0	0	0	3	1	0	2	4	1	2	0	0	1	1	0	4	3	0	0	1	0	0	3	0	1	0	1	1	0	0	0	2	1	4	3	0	0	0	0	0
denovo38545	0	3	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	2	0	0	0	1	1	0	0	0	2	0	3	0	0	0	0	0	0	0
denovo38549	2	11	19	2	24	15	14	73	6	3	116	2	5	3	1	9	1	5	14	4	28	2	1	1	2	7	4	2	3	2	4	1	11	41	5	5	2	17	12	14	5	3
denovo38551	4	14	0	0	15	4	3	0	2	0	0	1	1	0	13	0	0	5	2	0	0	0	1	5	0	0	14	4	1	0	11	1	1	14	3	7	0	6	5	0	1	3
denovo38598	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	1	0	0	1
denovo38615	1	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	1	0	7	0	1	3	0	0	0	1	0	3	0	0	1	1	0	0	0	0	1	0	1	0	0	0
denovo38623	0	0	1	0	0	0	0	0	3	1	0	1	2	1	0	0	0	0	0	0	0	0	3	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0
denovo38647	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	6	2	0	0	0	0	0	1	2	0	0	1	0	0	0	1	4	0	0	0	0	1	2
denovo38651	2	0	0	1	0	2	1	0	1	0	1	0	0	0	0	0	3	1	0	0	0	0	1	0	3	0	0	0	1	1	0	2	0	1	0	1	2	1	0	0	0	1
denovo38656	0	6	0	0	0	2	0	0	0	0	0	0	2	0	6	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	2	0	0	0	0	2	0	0	0	0	0	0
denovo38687	1527	1807	1228	952	1382	2230	1574	360	647	1270	105	1250	866	390	431	196	1605	2155	398	188	1376	1005	1023	2011	992	970	1955	122	2362	254	1277	284	675	2517	1243	1526	638	534	1291	810	157	1563
denovo38731	7	17	5	12	1	23	3	6	8	11	0	13	6	6	11	1	14	9	2	2	8	10	11	21	3	12	35	4	37	7	13	0	9	26	35	23	10	0	13	10	3	43
denovo38769	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2	2	0	0	0	0	0	0	2	4	1	0	0	0	0	0	3	20	0	0
denovo38778	1	0	9	0	3	6	2	0	1	2	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	1	1	1	0	2	1	0
denovo38806	3	0	0	0	3	5	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	1	1	0	3	1	0	0	0	0	1	0	1	2	3	1	1	0
denovo38827	0	0	1	7	1	4	0	3	0	0	3	2	0	0	1	0	2	1	0	2	2	0	1	0	0	1	0	2	0	0	0	4	0	1	0	0	0	0	1	0	0	0
denovo38830	0	0	0	1	0	0	0	0	2	1	0	0	2	1	0	0	3	0	0	1	6	0	2	0	0	1	2	3	0	2	0	1	2	0	3	0	1	0	3	1	0	0
denovo38843	1	0	0	0	0	2	0	0	1	2	0	1	2	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	1	5	1	0	2	0	0	1	1	0	0	1	3	1
denovo38868	15	9	10	4	9	10	3	18	14	7	7	8	11	1	2	8	9	12	12	16	13	9	14	4	9	3	3	4	15	15	5	16	10	3	4	2	1	1	10	6	9	17
denovo38928	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	2	0	0	3	2	0	0	0	2	0	3
denovo38947	0	1	4	1	0	0	0	1	0	0	5	1	0	0	1	0	0	2	0	1	2	1	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0
denovo38948	4	0	1	2	2	1	3	1	6	1	0	1	0	6	0	3	6	2	0	0	9	0	2	0	0	0	0	0	0	4	2	3	0	0	0	0	0	0	0	2	0	0
denovo38950	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0
denovo38974	3	0	0	0	1	0	0	0	1	0	0	0	1	2	1	0	5	0	0	0	1	2	0	0	1	0	3	0	0	0	0	1	0	0	0	1	2	0	0	0	0	5
denovo39007	0	6	1	2	0	1	0	0	0	0	3	2	1	0	2	0	0	2	2	0	2	1	0	0	0	0	0	0	2	0	3	0	2	5	0	1	3	11	0	0	4	5
denovo39019	3	1	0	2	1	0	0	8	0	6	2	0	0	0	0	5	0	0	0	0	2	0	3	0	1	0	0	2	0	1	0	1	6	0	0	0	0	0	1	4	0	0
denovo39020	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	2	3	1	1	0	0	0	0	2	0	0	0	0	0	0	2	0	1	1	0	1	0	1	0
denovo39039	6	1	1	0	1	1	3	4	3	0	0	1	0	2	3	1	7	1	0	1	6	0	4	0	1	1	0	0	1	1	1	1	2	0	2	3	1	0	1	4	0	0
denovo39050	0	0	0	0	1	1	2	0	4	0	0	1	5	0	0	0	0	0	0	0	1	0	3	2	0	0	0	0	2	1	0	3	0	1	0	0	2	2	0	0	3	1
denovo39093	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	3	0	1	1	1	0	0	0	2	0	0	2	0	0	0	4
denovo39097	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	2	3	3	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
denovo39134	0	0	0	0	0	3	11	0	0	8	3	0	0	0	1	0	0	3	0	0	0	2	0	0	2	2	0	0	0	5	0	0	0	4	0	0	0	0	0	0	6	1
denovo39138	2	7	2	9	17	4	7	0	2	5	0	8	1	0	2	1	1	2	2	4	1	15	3	8	3	0	2	2	5	0	1	0	1	4	1	2	13	1	2	2	0	4
denovo39150	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	2	2	1
denovo39154	3	0	1	4	0	3	3	4	0	5	6	3	0	0	3	0	0	1	2	0	2	2	6	3	5	2	1	0	0	1	5	2	5	1	1	4	2	0	13	8	0	1
denovo39182	0	0	0	0	3	2	0	2	1	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	2	0	0	0	0	0	1	2	0
denovo39185	1	2	0	0	0	0	2	0	1	0	1	1	4	4	2	0	2	6	2	0	1	1	2	0	1	0	3	0	1	2	0	3	0	0	1	0	0	0	1	4	0	0
denovo39241	0	3	3	4	12	9	3	2	3	2	3	8	10	1	6	2	2	23	3	2	4	0	7	4	6	0	0	0	3	5	0	2	0	7	3	5	0	2	8	4	8	1
denovo39366	0	0	0	3	0	0	0	2	0	3	3	0	0	0	3	0	0	0	0	1	7	0	2	0	1	0	1	6	2	1	2	0	0	5	0	0	0	0	0	0	0	0
denovo39450	2	0	3	3	1	0	0	1	1	0	0	0	0	1	2	1	1	0	0	0	2	0	0	0	0	0	0	0	6	1	2	0	3	0	0	1	0	0	2	0	0	0
denovo39495	21	0	0	21	0	14	42	82	0	0	0	0	0	0	0	0	1	4	6	1	0	0	11	0	8	0	0	0	2	3	0	0	35	0	6	0	0	0	0	0	0	0
denovo39499	3	0	0	0	0	7	3	2	5	2	0	1	0	0	0	0	2	11	0	0	0	2	8	0	6	1	1	3	3	1	1	0	0	1	4	2	2	0	0	0	0	0
denovo39519	0	1	0	2	0	0	2	0	0	0	0	1	3	0	2	0	0	6	5	8	0	1	0	0	7	0	0	3	0	1	0	0	0	0	0	0	0	7	0	0	0	0
denovo39551	1	1	1	2	4	3	0	5	4	5	2	1	0	3	7	2	2	4	4	5	0	5	3	2	1	3	7	10	13	1	5	1	2	0	7	4	3	5	2	0	7	8
denovo39554	0	0	2	2	0	0	0	0	3	0	0	0	2	5	0	0	0	0	0	4	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0
denovo39571	47	369	17	23	205	56	90	41	183	16	9	62	211	29	247	3	56	193	125	50	25	75	50	239	67	14	298	31	8	21	309	35	39	249	24	258	43	168	115	30	96	69
denovo39588	1	0	2	2	10	16	0	8	1	4	0	0	0	17	42	3	3	0	9	2	1	10	0	3	3	9	47	11	26	11	5	0	5	11	61	36	3	16	7	15	15	42
denovo39605	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	3	0	1	3	0	2	2	0	0	0	0	0	0	0	0	0	1	0
denovo39685	0	0	0	0	0	1	0	0	2	1	1	0	1	4	0	0	2	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
denovo39689	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	2	0	2	0	1	0	1	0	1	0	0	1	2	0	0	1	0	0	0	3	0
denovo39731	0	0	0	0	4	0	0	0	5	0	0	0	2	0	1	1	20	0	0	0	0	0	0	1	2	0	4	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0
denovo39738	0	0	1	5	3	0	0	1	0	0	1	0	0	2	0	3	5	0	3	8	0	6	0	5	1	0	5	0	0	0	0	0	1	2	0	20	0	9	2	10	0	2
denovo39747	0	2	0	2	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	1	1	0
denovo39790	0	7	0	0	0	4	0	2	14	164	0	2	20	123	12	0	0	12	10	3	0	24	8	24	0	0	27	0	4	8	12	54	236	0	4	0	4	31	0	0	6	33
denovo39817	0	0	0	1	0	1	0	1	0	2	0	1	2	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
denovo39909	0	0	2	2	0	0	1	0	0	1	0	0	0	2	0	4	1	0	0	1	8	2	0	0	0	4	0	2	0	3	0	1	1	0	0	0	1	0	1	8	1	0
denovo39951	0	0	0	1	0	0	4	0	3	4	2	0	1	0	0	7	4	1	0	0	3	0	5	0	0	2	1	1	1	0	0	4	1	0	0	3	3	0	2	5	1	0
denovo39990	1	2	1	0	0	0	0	2	1	0	0	1	0	1	0	0	2	1	0	0	2	0	2	0	2	0	3	2	2	1	0	1	2	1	1	0	1	0	0	1	0	1
denovo40048	0	0	0	0	0	0	0	0	1	0	0	1	1	3	3	2	0	1	0	0	0	2	0	0	1	0	0	1	1	1	0	0	2	0	0	2	0	3	1	0	0	2
denovo40052	4	0	4	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	2	1	1	0	5	0	0	0	0	0	0	6	1	0	0	0	0	2	2	1
denovo40109	0	0	0	0	0	0	0	0	0	0	0	3	5	6	1	0	0	4	2	0	0	5	0	1	6	0	0	1	0	2	0	0	0	0	0	0	3	0	0	0	1	0
denovo40113	28	6	8	24	2	4	4	17	4	11	48	2	17	6	3	13	5	5	13	69	12	1	12	3	9	37	1	18	14	2	20	14	55	7	7	12	9	5	11	22	10	26
denovo40147	1	0	3	1	0	0	0	0	1	2	0	0	10	2	0	5	5	1	0	6	10	4	7	0	0	4	3	1	3	1	0	0	6	3	5	0	3	0	4	7	2	0
denovo40166	0	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	1	5	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
denovo40194	1	2	2	1	2	2	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	3	0	0	2	0	2	0	0	0	0	1	0	0	0
denovo40212	2	0	6	2	0	1	6	3	3	0	2	3	1	0	1	0	2	0	0	1	2	0	0	1	1	0	0	1	0	1	0	3	3	0	2	1	0	0	1	1	0	0
denovo40256	0	0	3	0	0	0	0	1	0	0	0	2	0	3	0	1	0	0	0	0	1	0	0	0	0	1	3	0	2	0	0	0	2	0	0	0	3	1	1	1	0	1
denovo40295	2	0	0	0	0	0	2	0	2	3	0	0	1	1	0	1	3	0	0	2	0	0	5	0	0	1	0	0	2	0	0	0	4	0	3	0	0	0	0	0	0	0
denovo40404	1	0	1	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	2	1	5	3	1	0	0	1	0	1	5	0	1	0	0	0	0	1	0	0	2
denovo40439	10	0	4	23	0	3	2	0	0	1	0	0	0	1	1	14	8	4	47	5	2	2	18	2	11	9	1	0	4	0	11	1	0	8	10	0	0	3	0	0	3	5
denovo40444	1	3	4	1	1	2	1	7	1	4	10	1	0	0	0	3	0	1	0	0	4	6	1	2	4	4	0	4	1	2	2	1	4	6	2	2	4	0	2	5	0	0
denovo40457	2	8	7	41	5	5	36	25	0	10	9	0	4	23	7	0	2	5	3	7	2	8	0	6	1	2	3	0	3	0	13	0	43	0	3	9	0	7	10	0	0	13
denovo40468	0	0	0	0	0	0	3	3	0	0	0	1	0	3	1	0	0	2	0	0	0	0	1	1	0	0	0	0	3	0	0	1	0	0	0	0	1	1	0	1	0	1
denovo40557	2	2	11	52	0	7	6	31	0	4	4	2	6	6	12	624	0	83	3	3	474	4	19	96	3	0	2	5	47	7	18	7	5	0	25	1	3	2	96	70	60	8
denovo40561	0	0	0	0	2	1	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1
denovo40573	0	1	0	0	0	0	1	5	1	0	3	0	0	1	0	0	0	2	3	0	0	0	0	0	2	2	0	1	1	0	0	0	2	1	0	1	0	0	0	4	0	0
denovo40577	0	0	0	0	0	0	0	0	0	0	2	2	0	8	0	1	2	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1
denovo40579	0	0	0	0	0	3	13	0	3	13	1	0	0	0	0	0	0	2	1	10	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	4	5
denovo40598	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0	3	0	1	0	0	1	0	0	0	1	0
denovo40642	0	11	0	0	1	0	0	0	0	0	1	3	9	2	10	0	0	0	18	2	0	2	0	0	3	0	0	5	0	1	1	0	0	0	0	0	0	10	0	0	1	4
denovo40681	10	4	9	12	1	11	8	18	3	10	15	5	7	0	9	15	6	1	2	2	4	3	3	15	2	26	4	6	1	3	2	21	3	4	5	1	14	3	10	21	5	2
denovo40692	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	3	1	0	0	1	0	1	1	0	0	1	3
denovo40717	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	1	1	0	0	2	1	1	0	0	0
denovo40769	14	2	0	4	1	7	51	21	2	0	2	5	6	0	5	0	6	4	10	13	29	5	1	0	10	19	0	1	0	4	2	6	11	2	0	7	0	4	8	6	3	5
denovo40796	0	0	0	0	0	4	0	1	0	0	0	0	0	0	3	0	0	0	0	1	1	2	0	3	2	1	3	1	2	1	1	0	0	2	0	2	0	1	1	0	1	2
denovo40880	4	1	0	1	6	4	1	3	0	1	2	2	0	0	3	1	2	3	2	9	5	3	2	1	1	7	3	2	0	0	2	0	1	2	7	0	3	0	0	2	2	0
denovo40881	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	2	0	1	1	0	0	4	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
denovo40889	2	1	6	0	4	0	2	1	2	6	0	1	4	0	0	2	0	3	1	1	6	2	4	8	9	1	4	0	4	0	2	4	1	5	0	2	3	5	4	0	4	4
denovo40893	3	0	0	0	3	2	0	2	1	0	1	1	1	1	0	1	1	1	0	0	2	1	1	2	1	2	3	0	0	0	2	0	1	1	1	2	3	1	2	2	1	0
denovo40897	0	3	2	0	5	2	2	0	0	0	1	2	1	0	0	1	0	0	1	3	0	3	0	6	4	0	0	0	1	0	0	0	2	0	1	0	2	0	1	0	3	0
denovo40914	0	0	1	0	1	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	1	3	0	0	0	0	0	1	3	0	0	0
denovo40928	0	0	0	2	0	4	0	1	0	0	0	0	0	1	2	1	0	1	3	0	2	0	0	1	0	0	2	0	2	1	0	0	3	2	2	1	0	0	0	1	1	0
denovo40940	1	1	0	6	0	2	1	4	0	0	1	2	0	1	2	0	0	4	3	5	0	0	0	3	1	0	7	1	0	0	4	0	0	5	1	4	5	0	0	0	0	0
denovo40976	0	0	0	3	2	0	3	4	1	1	0	2	3	0	1	0	0	0	1	0	1	0	4	2	3	1	2	2	1	3	2	0	0	0	0	2	0	3	1	0	0	0
denovo41002	1	1	1	0	3	5	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	1	0	1	0	0	3	1	1	0	0	1	0	5	0	0	0	0	2	0	5	3
denovo41015	0	0	0	0	1	1	0	0	2	0	0	0	3	2	0	0	1	0	0	0	0	1	1	0	1	0	2	1	0	1	1	6	0	0	0	1	0	1	0	0	0	0
denovo41026	1	0	0	0	0	0	5	0	3	7	0	0	2	1	0	11	0	1	0	0	0	2	8	4	0	2	0	0	5	3	0	2	4	0	1	0	2	0	0	0	0	2
denovo41061	0	2	4	4	1	1	2	0	1	0	2	3	0	0	3	1	2	0	0	1	0	0	0	2	0	7	3	0	0	1	0	1	2	0	1	1	0	3	0	0	4	0
denovo41082	2	1	0	2	0	0	0	0	0	0	2	0	1	0	1	0	1	0	6	0	0	0	0	2	2	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
denovo41091	0	0	0	4	14	1	2	1	1	0	0	3	4	0	0	1	1	13	17	5	4	32	18	17	1	0	1	7	13	0	0	4	0	5	0	1	4	0	2	0	7	2
denovo41152	1	3	4	4	0	2	0	4	0	3	25	3	0	3	3	1	0	0	3	2	0	0	0	0	1	4	3	1	2	2	1	2	15	0	1	0	4	0	3	12	5	0
denovo41180	0	0	1	0	2	0	0	0	3	0	2	2	2	0	1	0	0	1	1	0	0	1	1	1	1	0	0	2	0	0	1	0	0	0	1	0	3	0	0	0	0	0
denovo41187	0	1	0	0	7	0	0	3	0	0	0	0	1	5	0	1	0	0	2	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	2	0	2	0	1	1	1
denovo41247	1	1	0	0	0	0	0	0	0	3	0	1	0	1	2	0	3	0	0	0	0	1	0	8	3	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0
denovo41371	3	0	0	2	1	0	1	0	0	0	3	1	2	0	0	0	3	2	1	4	1	2	1	1	2	0	4	0	0	1	2	0	2	3	3	0	1	1	2	1	1	2
denovo41381	0	1	0	0	0	0	0	1	0	0	0	0	2	0	5	0	0	4	2	0	2	0	4	3	3	0	3	1	3	0	0	0	0	0	0	3	0	0	0	0	5	0
denovo41403	7	0	1	0	10	10	3	1	0	8	0	6	4	0	4	0	2	3	2	0	13	1	0	15	10	2	2	2	13	0	0	0	0	21	0	0	1	14	4	0	7	4
denovo41404	3	1	4	4	2	7	2	4	0	1	3	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	4	2	0	0	0	0	0	1	0	0	0	2	1	0	3	4
denovo41408	0	0	0	3	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	1	0	0	6	1	0	0	0	1	0	0	3
