#OTU ID	taxonomy	J401	J402	J403	J404	J405	J406	J407	J408	J409	J410	J411	J412	J413	J414	J415	J416	J417	J418	J419	J420	J421	J422	J423	J424	J425	J426	J427	J428	J429	J430	J431	J432	J433	J434	J435	J436	J437	J438	J439	J440	J441	J442
denovo13691	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	1	0	0	2	4	1	0	2	0	2	1	2	1	1	0	0	0	0	2	0	0	1	7	0	0	1	0	3	1	4	2	3	1	0	0	0	2	0	0	2	3	0
denovo13713	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	2	0	0	3	0	0	2	5	0	0	6	2	0	0	0	1	0	0	1	0	1	4	2	0	2	0	0	3	0	0	1	0	0	0	0	0	2	0	0	1	0	0
denovo13727	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus	0	1	1	0	0	0	2	1	0	0	2	0	0	0	0	4	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	2	0	0	2	0	0
denovo13750	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0	0	1	1	1	0	0	2	1	0	0	0	0	0	2	0	1	0	0	0	1	0	1	0	1	0	3	0	3	2	0	1	2	0	0	0	0	0	0	0	2	0
denovo13775	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	2	0	0	0	1	0	0	0	3	0	1	0	0	0	1	0	0	4	1	1	0	0	7	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	5	1	0
denovo13801	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0	1	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	2	0	2	3	2	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	1
denovo13802	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	5	3	1	3	20	9	5	5	6	15	1	3	10	5	6	17	2	11	5	0	1	9	6	8	5	7	5	0	4	6	5	30	2	13	1	5	0	5	7	7	5	7
denovo13878	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	1	0	3	0	0	0	0	1	1	5	2	0	0	0	0	0	0	5	0	0
denovo13892	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	2	1	0	1	1	0	1	0	0	0	0	0	2	2	1	1	2	0	1	0	0	1	0	0	1	0	4	0	0	0	0	3	0	0	3	0	1	1	1	0	2	0
denovo13910	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	1	0	3	4	0	2	3	1	0	0	2	0	1	0	3	3	4	0	0	0	6	1	1	0	0	2	0	1	1	2	0	0	1	0	2	0	2	1	4	6
denovo14027	Unassigned	3	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	1	0	2	1	1	1	0	0	0	4	0	0	0	0	2	1	1	2
denovo14048	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	1	0	3	6	0	1	8	0	4	8	0	0	0	1	0	3	17	2	0	5	6	10	11	0	0	1	2	3	11	1	0	2	2	0	6	1	6	0	4	4	3	0
denovo14060	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	1	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	2	5	1	3	0	0	0	0	0	0	0	2
denovo14076	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	2	0	0	0	1	0	0	0	2	0	0	0	2	1	0	0	2	10	6	3	2	1	0	4	0	0	0	5	0	4	0	1	0	2	3	0	2	1	0	1	0	1
denovo14084	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	3	4	1	1	0	0	1	1	1	2	2	1	2	1	0	0	0	0	0	1	0	3	0	1	0
denovo14116	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1	3	2	0	0	5	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	2	0	0
denovo14196	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	4	0	0	2	0	2	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	4	1	5	2	0	0	3	1
denovo14198	Unassigned	2	1	1	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	4	3	2	0	0	1	1	2	0	2	0	1	1	0	0	0	1	0
denovo14202	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0	1	1	0	0	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	1	0	0	0	0	2	0	0	2	2	0	1	0	0	3	0	0
denovo14204	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	6	2	0	4	4	1	7	1	0	0	0	0	5	0	0	0	1	0	0
denovo14209	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	1	12	2	1	16	7	6	4	4	0	0	8	5	0	13	0	0	6	1	5	1	1	0	9	3	0	2	9	2	3	10	6	0	26	4	0	0	4	10	0	2	4
denovo14233	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	18	29	2	2	1	10	25	1	3	1	0	4	1	5	3	16	0	17	6	15	12	2	0	0	8	5	3	7	0	0	13	24	10	5	6	2	5	17	1	7	8	0
denovo14235	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	1	0	0	5	0	0	0	0	0	0	2	0	3	4	0	0	1	1	0	0	0	0	2	5	0	2	0	2	0	1	0	0	9	1	0	0	1	0	0	4	3
denovo14251	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	6	1	28	8	0	5	6	12	1	0	1	0	7	3	0	10	1	6	12	5	1	4	0	5	0	9	1	2	0	2	0	1	0	0	0	1	0	6	9	8	0	3
denovo14267	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0	0	0	0	0	0	0	0	4	1	2	0	1	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0
denovo14290	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0	0	2	2	0	3	0	0	1	2	1	0	0	2	0	2	0	0	0	6	3	0	1	0	0	0	0	0	0	1	2	1	1	1	0	1	0	0	0	0	0	3
denovo14317	Unassigned	3	0	2	8	3	9	3	0	6	2	0	7	7	3	7	4	2	2	11	1	2	0	4	1	7	1	15	1	0	4	3	11	0	1	0	5	0	1	3	7	3	0
denovo14331	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0	2	0	1	1	1	0	2	7	1	0	4	3	1	4	2	0	1	1	0	3	0	1	0	3	0	1	1	2	0	1	2	0	0	0	2	0	0	2	0	0	0
denovo14355	Unassigned	0	2	1	3	5	0	1	0	0	1	0	5	3	0	0	0	1	1	0	0	4	0	2	2	0	4	3	0	5	0	3	0	0	1	0	0	0	0	4	0	1	1
denovo14357	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	5	4	0	4	1	1	1	1	0	0	3	0	0	7	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	2	0	0	0	1	0	0
denovo14361	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	0	1	2	5	2	3	2	1	0	0	3	2	1	2	0	0	4	0	0	3	6	0	1	3	1	5	1	13	1	2	0	2	3	3	5	2	16	0	1	7	10
denovo14387	Unassigned	4	0	1	0	0	0	1	1	2	1	0	1	0	0	0	1	2	0	1	0	0	0	2	1	7	1	0	0	1	2	0	2	1	3	0	3	1	2	1	1	0	1
denovo14390	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	2	0	0	1	4	1	2	1	5	2	0	2	0	0	2	1	3	0	0	0	3	0	0	0	0	1	1	0	0	1	2	1	0	1	5	0	0	0	3	6	1	2
denovo14417	Unassigned	0	0	0	0	2	3	1	0	0	2	0	0	0	0	1	0	0	0	4	4	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	1	0
denovo14484	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	1	0	0	1	3	0	3	0	0	1	2	0	1	2	1	0	0	2	0	1	2	1	0	3	0	2	0	0	2	0	0	1	0	0	2	2	0	1	0	4	0
denovo14485	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	7	1	6	2	11	9	7	21	6	7	3	8	14	5	4	10	1	4	8	1	20	3	14	12	2	3	6	10	12	19	6	5	11	4	15	1	6	4	12	9	9	3
denovo14493	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	0	2	2	1	3	0	0	1	0	0	0	0	1	2	3	1	0	2	0	0	0	0	0	0	0	4	2	0	1	0	0	1	3	0	0	2	0	0	0	0	2
denovo14501	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	5	2	0	2	0	0	1	0	0	3	0	0	0	0	2	2	0	0	0	3	3	0	8	5	0	5	0	0	0	0	0	0	0	2	0	5	4	0	0	0	5	0
denovo14514	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus	0	1	0	2	1	1	0	0	2	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
denovo14573	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	0	0	1	0	2	2	2	2	0	0	0	1	1	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	3	0	1
denovo14580	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	8	1	0	0	0	94	0	13	0	1	0	35	0	0	0	0	0	0	40	80	4	0	0	1	17	0	0	3	7	21	1	0	0	0	0	0	0	52	0	0	10	0
denovo14608	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	2	1	0	1	2	0	1	0	0	0	1	0	0	1	0	0	2	1	1	2	2	0	6	0	0	0	0	2	1	2	0	0	0	0	0	0	4	1	0	6	0
denovo14626	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__	0	1	0	0	1	7	1	0	0	0	0	0	0	3	7	0	0	2	2	2	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	2	1	3	0	0	1	0
denovo14637	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	4	2	0	0	1	4	5	1	4	6	1	2	1	0	0	0	0	4	1	4	9	0	0	1	1	3	2	4	3	0	1	2	0	4	1	3	0	1	4	3	1	1
denovo14641	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	1	1	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2
denovo14646	Unassigned	3	2	2	1	0	4	0	0	3	0	1	0	0	0	0	2	0	1	1	0	0	3	5	1	2	2	1	1	1	0	0	1	1	2	2	1	6	1	0	1	1	0
denovo14664	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__	0	8	0	0	0	0	2	0	0	0	0	5	1	0	4	0	0	0	2	0	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	8
denovo14677	Unassigned	1	0	2	0	3	5	0	0	2	1	1	3	2	1	0	4	0	1	5	1	0	0	3	1	3	2	2	0	2	1	0	2	3	4	1	0	4	4	0	1	1	2
denovo14679	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	3	0	0	0	0	1	0	1	0	0	1	2	1	0	0	0	0	0	1	0	0	1	0	2	0	1	1	1	0	0	0	2	0	0	0	0	0	0	1	1	3
denovo14690	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0	4	0	0	0	0	7	1	0	1	1	4	0	2	0	0	0	3	2	0	0	4	0	0	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	2	0
denovo14691	Unassigned	0	0	0	2	0	0	0	4	0	2	1	1	2	1	0	6	0	2	3	2	1	0	1	0	5	1	0	2	0	0	0	4	1	1	2	0	0	0	1	3	0	1
denovo14755	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	2	0	1	0	2	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	10	1	0
denovo14809	Unassigned	4	2	0	2	3	7	3	0	6	1	1	0	2	0	1	2	2	0	3	1	0	1	3	3	2	1	0	1	2	1	0	1	1	3	1	0	5	1	2	1	0	0
denovo14819	Unassigned	2	1	0	1	1	2	0	0	0	1	0	2	1	0	0	1	1	1	0	1	2	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1
denovo14846	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	0	0	0	0	0	0	2	0	1	1	3	0	1	0	0	1	1	0	2	0	1	1	0	2	0	0	0	2	1	1	1	0	0	0	3	0	0	0	0
denovo14865	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0	2	0	1	0	3	0	0	3	1	1	2	1	1	1	0	0	2	0	0	0	0	0	4	0	0	5	0	0	0	1	2	0	2	0	0	0	1	0	0	1	0
denovo14873	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0	0	0	0	2	0	0	0	0	0	0	0	4	0	1	0	0	5	12	8	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0
denovo14889	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	2	3	0	0	0	8	0	0	5	2	2	0	0	1	1	0	0	0	0	1	0	1	0	0	0	3	2	0	0	1	3	0	0	0	0	0	0	0	0	1	3	7
denovo14891	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	6	0	0	0	0	3	0	0	0	0	7	1	5	5	0	0	0	4	6	0	0	0	0	2	0	2	6	0	9	1	1	0	0	0	1	0	4	0	0	2	0
denovo14942	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	8	8	3	2	6	17	7	29	5	0	0	13	21	17	5	19	45	15	6	12	4	13	0	2	0	5	0	35	6	2	17	10	0	0	4	13	1	11	4	0	13
denovo15033	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	2	0	2	0	0	0	0	1	0	2	0
denovo15067	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0	0	0	2	0	0	5	0	4	1	0	0	1	2	1	0	5	0	1	7	0	1	6	2	0	0	3	0	4	1	0	1	0	0	4	0	2	0	2	5	1	3
denovo15096	Unassigned	2	0	0	1	1	2	1	0	3	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	3	0	0	5	1	1	1	1	0
denovo15130	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__	0	1	0	0	0	2	0	0	0	0	0	2	3	0	0	0	0	1	3	0	0	1	0	2	4	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	1	9
denovo15152	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0	0	4	0	0	0	0	0	9	1	2	0	0	1	0	0	3	0	0	0	0	3	10	1	0	1	0	2	0	1	0	3	0	0	3	0	3	0	0	0	1	1
denovo15171	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__acidifaciens	1	7	0	0	0	1	1	1	1	0	0	4	11	0	0	1	3	2	1	1	0	3	0	0	1	0	5	0	8	0	4	0	4	1	0	0	4	4	1	0	3	2
denovo15217	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	0	0	0	1	0	0	1	0	0	0	0	0	1	7	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	1	5	0	1	0	2	1	0	0
denovo15252	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	2	0	1	1	0	2	0	3	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	1	0	1	1	1	0	0	0	0	3	0	1
denovo15266	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium; s__	5	0	0	1	0	0	1	0	0	0	1	0	2	0	0	2	1	0	0	0	1	0	1	4	0	1	2	0	0	0	2	0	5	2	1	0	3	0	0	10	0	0
denovo15280	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	1	0	0	0	0	0	0	0	2	0	1	0	1	2	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
denovo15295	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	1	1	0	0	3	0	0	0	1	0	1	3	2	0	0	0	0	1	2	0	0	0	1	0	1	1	0	0	0	0	0	3	0	3	0	0	1	0	1	0	0	1
denovo15298	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	2	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	3	2	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
denovo15313	Unassigned	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	1	0	3	0	0	1	3	0	0	2	2	0	0	2	4	1
denovo15358	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	1	1	2	0	0	0	1	0	0	0	2	1	0	0	1	2	0	1	0	0	4	0	0	0	2	0	1	1	3	1	1	1	0	0	1	0	0	2	0	3	1	1
denovo15360	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	8	3	25	12	0	1	45	2	0	1	2	2	1	3	1	13	0	0	5	3	18	1	1	0	6	6	6	2	16	0	4	0	0	3	0	2	0	0	12	1	1	1
denovo15386	Unassigned	2	0	0	0	0	3	1	0	1	1	0	0	0	0	0	1	0	0	2	1	2	3	1	0	2	0	0	1	0	1	1	2	0	2	1	2	2	1	1	0	0	0
denovo15417	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	4	1	4	3	2	1	1	4	0	3	5	0	0	0	2	3	0	0	0	10	10	3	0	0	2	2	0	2	3	1	1	0	3	0	5	2	1	0	2	1	0	2
denovo15435	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	1	0	3	0	3	0	2	0	2	2	0	0	1	2	0	0	5	0	0	0	0	0	0	2	0	1	0	0	0	8	1	0	0	4	0	6	0	0	1	0	0
denovo15467	Unassigned	3	1	0	1	0	3	0	2	1	2	1	0	0	0	0	2	1	0	0	0	0	2	2	2	2	1	0	1	1	0	0	1	1	4	0	2	2	2	3	0	1	0
denovo15480	Unassigned	0	0	10	0	0	1	0	0	5	0	2	0	1	0	0	0	2	0	0	0	3	0	1	0	0	2	0	0	0	1	0	0	5	0	0	0	1	0	0	3	2	0
denovo15481	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0	0	2	2	0	0	0	0	0	2	2	2	0	0	0	0	0	0	1	0	0	2	1	1	0	2	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	2
denovo15490	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0	2	0	0	0	0	0	4	0	35	0	0	5	0	3	0	1	0	0	0	0	0	2	2	0	0	13	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3
denovo15499	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	4	0	1	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0	0	0
denovo15524	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	3	0	1	1	1	2	1	0	0	2	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0
denovo15539	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	2	0	3	4	2	5	3	5	1	0	4	5	0	3	1	2	0	1	0	2	3	0	0	0	1	0	0	2	3	5	2	6	8	1	4	2	1	7	6	3	2	1
denovo15551	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	1	3	0	0	0	3	0	0	6	1	4	2	2	0	2	0	2	3	0	4	2	7	3	2	0	0	6	8	1	3	0	0	1	3	6	3	0	1	0	2	3	5
denovo15555	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0	0	0	13	0	35	0	0	0	0	0	10	0	0	15	38	0	0	5	0	0	0	0	2	6	0	0	2	0	0	2	0	5	2	73	3	1	1	0	44	7	15
denovo15584	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__	0	0	0	0	3	1	0	0	0	1	1	0	0	0	0	6	1	0	2	3	0	1	2	4	0	2	0	2	0	0	0	0	0	1	1	0	0	0	0	0	5	1
denovo15588	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	3	1	0	1	3	5	2	1	2	2	2	7	0	0	2	0	2	6	0	0	0	2	5	3	4	10	2	7	6	1	5	2	5	9	8	4	0	3	6	5	5	2
denovo15622	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	2	1	0	2	0	0	4	0	2	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
denovo15635	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	1	2	0	0	0	0	0	1	0	0	1	1	1	0	0	3	2	0	0	5	0	0	1	3	1	0	2	14	0	0	3	0	6	0	0	0	0	0	1	2	2
denovo15644	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__	0	1	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	2	2	1	0	1	0	1	9	0	0	0	0	0	0	2	0	1	0	0	1	2	1	0	3	1
denovo15653	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0
denovo15655	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	8	0	1	4	6	1	10	1	7	3	6	5	1	0	3	13	13	6	3	6	4	9	0	9	3	1	13	2	4	0	1	2	3	2	3	6	9	0	15	3	0	3
denovo15670	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	1	3	0	2	0	0	0	1	3	2	0	0	0	0	0	0	0	2	0	1	0	0	0
denovo15688	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	2	12	4	2	12	6	1	0	0	1	6	6	2	1	7	0	2	4	2	8	9	3	6	11	8	3	1	10	37	5	10	8	9	4	6	0	1	1	1	3	5	12
denovo15722	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	2	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	6	2	0	0	1	0	0	0	1	0	3	0	2	0	0	0	0	1	1
denovo15771	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Aerococcus; s__	0	0	0	4	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	3	0	2	1	0	0	1	1	0	0	0	0	0	0	1
denovo15793	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1	0	4	2	0	1	0	0	0	1	6	0	1	1	0	0	0	3	2	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	3	0	2	0	0	1	0
denovo15831	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	2	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	2	2	0	0	0	0	3
denovo15875	Unassigned	0	2	2	0	0	7	2	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	2	0	1	2	0	0	0	0	0	0	0	5	0	0	0	0	0	2	2	0
